lat,long,
47.26565,-52.77723, 
47.26564,-52.77723, 
47.26563,-52.77723, 
47.26562,-52.77723, 
47.2656,-52.77723, 
47.26559,-52.77723, 
47.26558,-52.77723, 
47.26557,-52.77723, 
47.26556,-52.77723, 
47.26555,-52.77723, 
47.26553,-52.77723, 
47.26553,-52.77722, 
47.26551,-52.77722, 
47.2655,-52.77722, 
47.2655,-52.77721, 
47.26549,-52.77721, 
47.26549,-52.77721, 
47.26548,-52.7772, 
47.26547,-52.77719, 
47.26546,-52.77719, 
47.26546,-52.77719, 
47.26544,-52.7772, 
47.26543,-52.7772, 
47.26542,-52.7772, 
47.26541,-52.7772, 
47.2654,-52.7772, 
47.26539,-52.7772, 
47.26538,-52.77719, 
47.26536,-52.7772, 
47.26536,-52.7772, 
47.26533,-52.7772, 
47.26533,-52.7772, 
47.26532,-52.7772, 
47.26532,-52.7772, 
47.26531,-52.7772, 
47.2653,-52.77721, 
47.2653,-52.77721, 
47.26529,-52.77721, 
47.26528,-52.7772, 
47.26526,-52.7772, 
47.26526,-52.77721, 
47.26524,-52.77722, 
47.26522,-52.77724, 
47.26521,-52.77725, 
47.26521,-52.77725, 
47.2652,-52.77726, 
47.26519,-52.77726, 
47.26518,-52.77727, 
47.26517,-52.77727, 
47.26515,-52.77729, 
47.26515,-52.77729, 
47.26515,-52.77729, 
47.26513,-52.7773, 
47.26512,-52.77731, 
47.26511,-52.77732, 
47.2651,-52.77733, 
47.2651,-52.77733, 
47.26509,-52.77735, 
47.26507,-52.77736, 
47.26507,-52.77737, 
47.26506,-52.77738, 
47.26504,-52.77739, 
47.26502,-52.7774, 
47.26502,-52.7774, 
47.265,-52.77741, 
47.26499,-52.77742, 
47.26497,-52.77742, 
47.26497,-52.77743, 
47.26495,-52.77744, 
47.26494,-52.77744, 
47.26492,-52.77745, 
47.2649,-52.77747, 
47.26488,-52.77748, 
47.26487,-52.77749, 
47.26485,-52.7775, 
47.26483,-52.77751, 
47.26483,-52.77751, 
47.26482,-52.77751, 
47.26481,-52.77752, 
47.2648,-52.77751, 
47.26479,-52.77751, 
47.26478,-52.77751, 
47.26477,-52.77752, 
47.26475,-52.77752, 
47.26475,-52.77752, 
47.26473,-52.77752, 
47.26472,-52.77752, 
47.26471,-52.77753, 
47.2647,-52.77753, 
47.2647,-52.77753, 
47.26468,-52.77753, 
47.26467,-52.77753, 
47.26467,-52.77754, 
47.26466,-52.77754, 
47.26466,-52.77755, 
47.26466,-52.77755, 
47.26467,-52.77756, 
47.26467,-52.77756, 
47.26468,-52.77757, 
47.26468,-52.77757, 
47.26468,-52.77758, 
47.26469,-52.77759, 
47.26469,-52.77759, 
47.26469,-52.7776, 
47.26469,-52.77761, 
47.26469,-52.77761, 
47.2647,-52.77761, 
47.2647,-52.77761, 
47.2647,-52.77761, 
47.26471,-52.77762, 
47.26471,-52.77762, 
47.26471,-52.77762, 
47.26472,-52.77763, 
47.26471,-52.77764, 
47.26471,-52.77764, 
47.26471,-52.77765, 
47.26471,-52.77766, 
47.26472,-52.77766, 
47.26472,-52.77767, 
47.26472,-52.77768, 
47.26472,-52.77768, 
47.26472,-52.77769, 
47.26472,-52.7777, 
47.26472,-52.77771, 
47.26472,-52.77771, 
47.26471,-52.77772, 
47.26471,-52.77773, 
47.26471,-52.77773, 
47.26471,-52.77774, 
47.26472,-52.77774, 
47.26472,-52.77774, 
47.26472,-52.77773, 
47.26473,-52.77773, 
47.26473,-52.77773, 
47.26474,-52.77773, 
47.26474,-52.77773, 
47.26475,-52.77773, 
47.26475,-52.77773, 
47.26476,-52.77772, 
47.26476,-52.77772, 
47.26477,-52.77772, 
47.26477,-52.77772, 
47.26478,-52.77772, 
47.26478,-52.77772, 
47.26478,-52.77771, 
47.26479,-52.77771, 
47.26479,-52.77771, 
47.2648,-52.77771, 
47.2648,-52.77771, 
47.26481,-52.7777, 
47.26481,-52.7777, 
47.26482,-52.7777, 
47.26482,-52.7777, 
47.26483,-52.7777, 
47.26483,-52.77769, 
47.26483,-52.77769, 
47.26484,-52.77769, 
47.26484,-52.77769, 
47.26485,-52.77769, 
47.26485,-52.77769, 
47.26486,-52.77769, 
47.26486,-52.77769, 
47.26487,-52.77769, 
47.26487,-52.77768, 
47.26488,-52.77768, 
47.26488,-52.77768, 
47.26489,-52.77768, 
47.26489,-52.77768, 
47.26489,-52.77768, 
47.2649,-52.77768, 
47.2649,-52.77768, 
47.26491,-52.77768, 
47.26491,-52.77768, 
47.26492,-52.77768, 
47.26493,-52.77767, 
47.26493,-52.77767, 
47.26493,-52.77767, 
47.26494,-52.77767, 
47.26494,-52.77767, 
47.26495,-52.77767, 
47.26496,-52.77767, 
47.26496,-52.77767, 
47.26497,-52.77766, 
47.26497,-52.77766, 
47.26498,-52.77766, 
47.26498,-52.77766, 
47.26498,-52.77766, 
47.26499,-52.77766, 
47.26499,-52.77766, 
47.265,-52.77766, 
47.265,-52.77766, 
47.26501,-52.77766, 
47.26501,-52.77766, 
47.26502,-52.77766, 
47.26502,-52.77766, 
47.26503,-52.77765, 
47.26504,-52.77765, 
47.26504,-52.77765, 
47.26505,-52.77765, 
47.26505,-52.77765, 
47.26505,-52.77765, 
47.26506,-52.77765, 
47.26506,-52.77765, 
47.26507,-52.77764, 
47.26507,-52.77764, 
47.26508,-52.77764, 
47.26509,-52.77764, 
47.26509,-52.77764, 
47.2651,-52.77764, 
47.2651,-52.77764, 
47.26511,-52.77764, 
47.26511,-52.77763, 
47.26512,-52.77763, 
47.26513,-52.77763, 
47.26513,-52.77763, 
47.26514,-52.77763, 
47.26514,-52.77763, 
47.26515,-52.77763, 
47.26515,-52.77763, 
47.26516,-52.77763, 
47.26516,-52.77763, 
47.26517,-52.77763, 
47.26517,-52.77763, 
47.26518,-52.77763, 
47.26518,-52.77763, 
47.26519,-52.77763, 
47.26519,-52.77763, 
47.2652,-52.77763, 
47.26521,-52.77763, 
47.26522,-52.77763, 
47.26522,-52.77763, 
47.26523,-52.77763, 
47.26524,-52.77763, 
47.26524,-52.77764, 
47.26525,-52.77764, 
47.26525,-52.77764, 
47.26526,-52.77765, 
47.26526,-52.77765, 
47.26526,-52.77766, 
47.26525,-52.77767, 
47.26525,-52.77768, 
47.26524,-52.77769, 
47.26523,-52.7777, 
47.26522,-52.7777, 
47.2652,-52.77771, 
47.2652,-52.77771, 
47.26519,-52.77772, 
47.26518,-52.77773, 
47.26517,-52.77774, 
47.26517,-52.77775, 
47.26516,-52.77775, 
47.26516,-52.77776, 
47.26515,-52.77776, 
47.26514,-52.77776, 
47.26514,-52.77776, 
47.26514,-52.77776, 
47.26513,-52.77777, 
47.26512,-52.77778, 
47.26512,-52.77778, 
47.26511,-52.77779, 
47.26511,-52.7778, 
47.2651,-52.7778, 
47.2651,-52.77781, 
47.26509,-52.77781, 
47.26509,-52.77782, 
47.26508,-52.77782, 
47.26507,-52.77782, 
47.26506,-52.77782, 
47.26505,-52.77782, 
47.26504,-52.77782, 
47.26504,-52.77782, 
47.26503,-52.77782, 
47.26502,-52.77782, 
47.26502,-52.77783, 
47.26501,-52.77783, 
47.265,-52.77783, 
47.265,-52.77783, 
47.26499,-52.77784, 
47.26499,-52.77784, 
47.26498,-52.77784, 
47.26498,-52.77784, 
47.26497,-52.77785, 
47.26496,-52.77785, 
47.26496,-52.77785, 
47.26495,-52.77784, 
47.26494,-52.77785, 
47.26493,-52.77785, 
47.26493,-52.77785, 
47.26492,-52.77785, 
47.26491,-52.77785, 
47.26491,-52.77785, 
47.2649,-52.77785, 
47.26489,-52.77785, 
47.26489,-52.77786, 
47.26488,-52.77786, 
47.26487,-52.77786, 
47.26486,-52.77787, 
47.26485,-52.77788, 
47.26484,-52.77788, 
47.26482,-52.77789, 
47.26482,-52.77789, 
47.26481,-52.77789, 
47.26481,-52.77789, 
47.2648,-52.77789, 
47.26479,-52.77789, 
47.26478,-52.77789, 
47.26478,-52.7779, 
47.26476,-52.77792, 
